query,label,score
Could you share the Accruals for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Provisions last year?,Provisions can be defined as Funds set aside for future liabilities or losses.,1
Can you tell me what was the Provisions last year?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,1
Can you tell me what was the Provisions last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Provisions last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Provisions last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Tell me the value of Provisions in the last quarter.,Provisions can be defined as Funds set aside for future liabilities or losses.,1
Tell me the value of Provisions in the last quarter.,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,1
Tell me the value of Provisions in the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Tell me the value of Provisions in the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Tell me the value of Provisions in the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Contingent Liabilities last year?,Contingent Liabilities can be defined as Potential obligations depending on future events.,1
Can you tell me what was the Contingent Liabilities last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Contingent Liabilities last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Contingent Liabilities last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I'd like to know the Contingent Liabilities from the last quarter.,Contingent Liabilities can be defined as Potential obligations depending on future events.,1
I'd like to know the Contingent Liabilities from the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I'd like to know the Contingent Liabilities from the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I'd like to know the Contingent Liabilities from the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Gross Profit Margin last year?,Gross Profit Margin can be defined as Measures profitability after direct costs.,1
Can you tell me what was the Gross Profit Margin last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Gross Profit Margin last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Gross Profit Margin last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you provide the Gross Profit Margin amount for the last quarter?,Gross Profit Margin can be defined as Measures profitability after direct costs.,1
Can you provide the Gross Profit Margin amount for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you provide the Gross Profit Margin amount for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you provide the Gross Profit Margin amount for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Operating Profit Margin last year?,Operating Profit Margin can be defined as Profit from operations as a % of revenue.,1
Can you tell me what was the Operating Profit Margin last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Operating Profit Margin last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Operating Profit Margin last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
What was the Operating Profit Margin in the last quarter?,Operating Profit Margin can be defined as Profit from operations as a % of revenue.,1
What was the Operating Profit Margin in the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
What was the Operating Profit Margin in the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What was the Operating Profit Margin in the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Net Profit Margin last year?,Net Profit Margin can be defined as Bottom-line profitability.,1
Can you tell me what was the Net Profit Margin last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Net Profit Margin last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Net Profit Margin last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I'd like to know the Net Profit Margin from the last quarter.,Net Profit Margin can be defined as Bottom-line profitability.,1
I'd like to know the Net Profit Margin from the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I'd like to know the Net Profit Margin from the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I'd like to know the Net Profit Margin from the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Return on Assets (ROA) last year?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,1
Can you tell me what was the Return on Assets (ROA) last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Return on Assets (ROA) last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Return on Assets (ROA) last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
What was the ROA in the last quarter?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,1
What was the ROA in the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
What was the ROA in the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What was the ROA in the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Return on Equity (ROE) last year?,Return on Equity (ROE) can be defined as Profitability for owners.,1
Can you tell me what was the Return on Equity (ROE) last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Return on Equity (ROE) last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Return on Equity (ROE) last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Give me the ROE figure for the last quarter.,Return on Equity (ROE) can be defined as Profitability for owners.,1
Give me the ROE figure for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Give me the ROE figure for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Give me the ROE figure for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Return on Capital Employed (ROCE) last year?,Return on Capital Employed (ROCE) can be defined as Efficiency of capital usage.,1
Can you tell me what was the Return on Capital Employed (ROCE) last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Return on Capital Employed (ROCE) last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Return on Capital Employed (ROCE) last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I'd like to know the ROCE from the last quarter.,Return on Capital Employed (ROCE) can be defined as Efficiency of capital usage.,1
I'd like to know the ROCE from the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I'd like to know the ROCE from the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I'd like to know the ROCE from the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the EBITDA Margin last year?,EBITDA Margin can be defined as Operating performance before non-cash items.,1
Can you tell me what was the EBITDA Margin last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the EBITDA Margin last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the EBITDA Margin last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I'd like to know the EBITDA Margin from the last quarter.,EBITDA Margin can be defined as Operating performance before non-cash items.,1
I'd like to know the EBITDA Margin from the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I'd like to know the EBITDA Margin from the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I'd like to know the EBITDA Margin from the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Current Ratio last year?,Current Ratio can be defined as Measures short-term liquidity.,1
Can you tell me what was the Current Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Current Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Current Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
How much was the Current Ratio during the last quarter?,Current Ratio can be defined as Measures short-term liquidity.,1
How much was the Current Ratio during the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
How much was the Current Ratio during the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much was the Current Ratio during the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Quick Ratio last year?,Quick Ratio (Acid Test) can be defined as More stringent liquidity test.,1
Can you tell me what was the Quick Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Quick Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Quick Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Tell me the value of Quick Ratio (Acid Test) in the last quarter.,Quick Ratio (Acid Test) can be defined as More stringent liquidity test.,1
Tell me the value of Quick Ratio (Acid Test) in the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Tell me the value of Quick Ratio (Acid Test) in the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Tell me the value of Quick Ratio (Acid Test) in the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Cash Ratio last year?,Cash Ratio can be defined as Most conservative liquidity measure.,1
Can you tell me what was the Cash Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Cash Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Cash Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I'd like to know the Cash Ratio from the last quarter.,Cash Ratio can be defined as Most conservative liquidity measure.,1
I'd like to know the Cash Ratio from the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I'd like to know the Cash Ratio from the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I'd like to know the Cash Ratio from the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Inventory Turnover last year?,Inventory Turnover can be defined as How quickly inventory is sold.,1
Can you tell me what was the Inventory Turnover last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Inventory Turnover last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Inventory Turnover last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Tell me the value of Inventory Turnover in the last quarter.,Inventory Turnover can be defined as How quickly inventory is sold.,1
Tell me the value of Inventory Turnover in the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Tell me the value of Inventory Turnover in the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Tell me the value of Inventory Turnover in the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Receivables Turnover last year?,Receivables Turnover can be defined as How efficiently receivables are collected.,1
Can you tell me what was the Receivables Turnover last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Receivables Turnover last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Receivables Turnover last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I'd like to know the Receivables Turnover from the last quarter.,Receivables Turnover can be defined as How efficiently receivables are collected.,1
I'd like to know the Receivables Turnover from the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I'd like to know the Receivables Turnover from the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I'd like to know the Receivables Turnover from the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Payables Turnover last year?,Payables Turnover can be defined as How quickly payables are paid.,1
Can you tell me what was the Payables Turnover last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Payables Turnover last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Payables Turnover last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Give me the Payables Turnover figure for the last quarter.,Payables Turnover can be defined as How quickly payables are paid.,1
Give me the Payables Turnover figure for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Give me the Payables Turnover figure for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Give me the Payables Turnover figure for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Asset Turnover last year?,Asset Turnover can be defined as How efficiently assets are used.,1
Can you tell me what was the Asset Turnover last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Asset Turnover last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Asset Turnover last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
How much was the Asset Turnover during the last quarter?,Asset Turnover can be defined as How efficiently assets are used.,1
How much was the Asset Turnover during the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
How much was the Asset Turnover during the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much was the Asset Turnover during the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Working Capital Turnover last year?,Working Capital Turnover can be defined as Efficiency in using working capital.,1
Can you tell me what was the Working Capital Turnover last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Working Capital Turnover last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Working Capital Turnover last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I'd like to know the Working Capital Turnover from the last quarter.,Working Capital Turnover can be defined as Efficiency in using working capital.,1
I'd like to know the Working Capital Turnover from the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I'd like to know the Working Capital Turnover from the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I'd like to know the Working Capital Turnover from the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Debt-to-Equity Ratio last year?,Debt-to-Equity Ratio can be defined as Financial leverage.,1
Can you tell me what was the Debt-to-Equity Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Debt-to-Equity Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Debt-to-Equity Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Give me the D/E Ratio figure for the last quarter.,Debt-to-Equity Ratio can be defined as Financial leverage.,1
Give me the D/E Ratio figure for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Give me the D/E Ratio figure for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Give me the D/E Ratio figure for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Debt Ratio last year?,Debt Ratio can be defined as Proportion of assets financed by debt.,1
Can you tell me what was the Debt Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Debt Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Debt Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
How much was the Debt Ratio during the last quarter?,Debt Ratio can be defined as Proportion of assets financed by debt.,1
How much was the Debt Ratio during the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
How much was the Debt Ratio during the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much was the Debt Ratio during the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Interest Coverage Ratio last year?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,1
Can you tell me what was the Interest Coverage Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Interest Coverage Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Interest Coverage Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Give me the Interest Coverage Ratio figure for the last quarter.,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,1
Give me the Interest Coverage Ratio figure for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Give me the Interest Coverage Ratio figure for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Give me the Interest Coverage Ratio figure for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Equity Ratio last year?,Equity Ratio can be defined as Portion of assets funded by equity.,1
Can you tell me what was the Equity Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Equity Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Equity Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Tell me the value of Equity Ratio in the last quarter.,Equity Ratio can be defined as Portion of assets funded by equity.,1
Tell me the value of Equity Ratio in the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Tell me the value of Equity Ratio in the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Tell me the value of Equity Ratio in the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Capital Gearing Ratio last year?,Capital Gearing Ratio can be defined as Proportion of debt in capital structure.,1
Can you tell me what was the Capital Gearing Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Capital Gearing Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Capital Gearing Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Could you share the Capital Gearing Ratio for the last quarter?,Capital Gearing Ratio can be defined as Proportion of debt in capital structure.,1
Could you share the Capital Gearing Ratio for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Could you share the Capital Gearing Ratio for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Could you share the Capital Gearing Ratio for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Earnings Per Share (EPS) last year?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,1
Can you tell me what was the Earnings Per Share (EPS) last year?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,1
Can you tell me what was the Earnings Per Share (EPS) last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Earnings Per Share (EPS) last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Earnings Per Share (EPS) last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
How much was the EPS during the last quarter?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,1
How much was the EPS during the last quarter?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,1
How much was the EPS during the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
How much was the EPS during the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much was the EPS during the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Price-to-Earnings (P/E) Ratio last year?,Price-to-Earnings (P/E) Ratio can be defined as Valuation relative to earnings.,1
Can you tell me what was the Price-to-Earnings (P/E) Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Price-to-Earnings (P/E) Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Price-to-Earnings (P/E) Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you provide the P/E Ratio amount for the last quarter?,Price-to-Earnings (P/E) Ratio can be defined as Valuation relative to earnings.,1
Can you provide the P/E Ratio amount for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you provide the P/E Ratio amount for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you provide the P/E Ratio amount for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the P/B Ratio last year?,Price-to-Book (P/B) Ratio can be defined as Market value vs. net asset value.,1
Can you tell me what was the P/B Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the P/B Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the P/B Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Tell me the value of Price-to-Book Ratio in the last quarter.,Price-to-Book (P/B) Ratio can be defined as Market value vs. net asset value.,1
Tell me the value of Price-to-Book Ratio in the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
Tell me the value of Price-to-Book Ratio in the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Tell me the value of Price-to-Book Ratio in the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Dividend Yield last year?,Dividend Yield can be defined as Cash return from dividends.,1
Can you tell me what was the Dividend Yield last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Dividend Yield last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Dividend Yield last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
What was the Dividend Yield in the last quarter?,Dividend Yield can be defined as Cash return from dividends.,1
What was the Dividend Yield in the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
What was the Dividend Yield in the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What was the Dividend Yield in the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Dividend Payout Ratio last year?,Dividend Payout Ratio can be defined as % of earnings distributed as dividends.,1
Can you tell me what was the Dividend Payout Ratio last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Dividend Payout Ratio last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Dividend Payout Ratio last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
How much was the Dividend Payout Ratio during the last quarter?,Dividend Payout Ratio can be defined as % of earnings distributed as dividends.,1
How much was the Dividend Payout Ratio during the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
How much was the Dividend Payout Ratio during the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much was the Dividend Payout Ratio during the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Enterprise Value (EV) last year?,Enterprise Value (EV) can be defined as Total company value.,1
Can you tell me what was the Enterprise Value (EV) last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Enterprise Value (EV) last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Enterprise Value (EV) last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
How much was the EV during the last quarter?,Enterprise Value (EV) can be defined as Total company value.,1
How much was the EV during the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
How much was the EV during the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much was the EV during the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the EV/EBITDA last year?,EV/EBITDA can be defined as Company valuation relative to EBITDA,1
Can you tell me what was the EV/EBITDA last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the EV/EBITDA last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the EV/EBITDA last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Could you share the EV/EBITDA for the last quarter?,EV/EBITDA can be defined as Company valuation relative to EBITDA,1
Could you share the EV/EBITDA for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Could you share the EV/EBITDA for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Could you share the EV/EBITDA for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
"Can you tell me what was the Property, Plant and Equipment (PPE) last year?","Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",1
"Can you tell me what was the Property, Plant and Equipment (PPE) last year?",Share Capital can be defined as Funds raised by issuing shares.,0
"Can you tell me what was the Property, Plant and Equipment (PPE) last year?","Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
"Can you tell me what was the Property, Plant and Equipment (PPE) last year?","Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Could you share the PPE for the last quarter?,"Property, Plant and Equipment (PPE) can be defined as Tangible items held for use in the production or supply of goods or services, or for administrative purposes (Ind AS 16).",1
Could you share the PPE for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Could you share the PPE for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Could you share the PPE for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Intangible Assets last year?,"Intangible Assets can be defined as Identifiable non-monetary assets without physical substance, such as software, patents, etc.,",1
Can you tell me what was the Intangible Assets last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Intangible Assets last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Intangible Assets last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
How much was the Intangible Assets during the last quarter?,"Intangible Assets can be defined as Identifiable non-monetary assets without physical substance, such as software, patents, etc.,",1
How much was the Intangible Assets during the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
How much was the Intangible Assets during the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
How much was the Intangible Assets during the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Investment Property last year?,Investment Property can be defined as Property held to earn rentals or for capital appreciation,1
Can you tell me what was the Investment Property last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Investment Property last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Investment Property last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Could you share the Investment Property for the last quarter?,Investment Property can be defined as Property held to earn rentals or for capital appreciation,1
Could you share the Investment Property for the last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
Could you share the Investment Property for the last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Could you share the Investment Property for the last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you tell me what was the Financial Assets last year?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",1
Can you tell me what was the Financial Assets last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you tell me what was the Financial Assets last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you tell me what was the Financial Assets last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
